"age","workclass","education","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
19,"Private","Some_college","Never_married","Prof_specialty","Own_child","White","Male",0,0,32,"United_States","Small"
31,"Private","Bachelors","Separated","Sales","Own_child","Black","Female",0,0,40,"United_States","Small"
29,"Self_emp_not_inc","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,0,70,"United_States","Large"
23,"Private","Some_college","Never_married","Machine_op_inspct","Not_in_family","White","Male",0,0,40,"United_States","Small"
79,"Private","Some_college","Married_civ_spouse","Prof_specialty","Other_relative","White","Male",0,0,20,"United_States","Small"
27,"Private","HS_grad","Never_married","Other_service","Own_child","White","Male",0,0,40,"Mexico","Small"
40,"Private","Assoc_acdm","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,40,"United_States","Small"
18,"Private","11th","Never_married","Other_service","Own_child","White","Female",0,0,22,"United_States","Small"
31,"Local_gov","7th_8th","Married_civ_spouse","Farming_fishing","Husband","White","Male",0,0,40,"United_States","Small"
18,"Private","HS_grad","Never_married","Sales","Not_in_family","White","Male",0,0,30,"United_States","Small"
52,"Private","Bachelors","Married_civ_spouse","Other_service","Husband","White","Male",0,0,40,"Cuba","Small"
46,"Private","HS_grad","Married_civ_spouse","Other_service","Wife","White","Female",0,0,40,"United_States","Small"
59,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,48,"United_States","Small"
44,"Private","HS_grad","Divorced","Craft_repair","Not_in_family","White","Female",14344,0,40,"United_States","Large"
53,"Private","HS_grad","Divorced","Sales","Own_child","White","Female",0,0,35,"United_States","Small"
49,"Local_gov","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Large"
33,"Private","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Small"
30,"Private","9th","Never_married","Sales","Not_in_family","White","Male",0,0,40,"United_States","Small"
43,"Federal_gov","Doctorate","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,50,"United_States","Large"
57,"Private","Assoc_voc","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Small"
37,"Private","Some_college","Divorced","Craft_repair","Unmarried","White","Female",0,0,40,"United_States","Small"
28,"Private","Some_college","Divorced","Machine_op_inspct","Unmarried","Black","Female",0,0,25,"United_States","Small"
34,"Local_gov","Bachelors","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Large"
29,"Local_gov","Some_college","Never_married","Handlers_cleaners","Not_in_family","White","Male",0,0,50,"United_States","Small"
48,"Self_emp_not_inc","Doctorate","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,1902,60,"United_States","Large"
37,"Private","Some_college","Married_civ_spouse","Sales","Husband","White","Male",0,0,48,"United_States","Large"
48,"Private","Assoc_acdm","Divorced","Exec_managerial","Unmarried","White","Female",0,0,40,"England","Small"
32,"Federal_gov","HS_grad","Never_married","Other_service","Own_child","Black","Male",0,0,40,"United_States","Small"
76,"Private","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
44,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",15024,0,60,"United_States","Large"
47,"Self_emp_not_inc","Masters","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,50,"United_States","Small"
20,"Private","Some_college","Never_married","Tech_support","Own_child","White","Female",0,0,40,"United_States","Small"
29,"Private","HS_grad","Never_married","Craft_repair","Not_in_family","White","Male",0,0,40,"United_States","Small"
32,"Self_emp_inc","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",7688,0,40,"United_States","Large"
30,"Private","11th","Never_married","Handlers_cleaners","Own_child","White","Male",0,0,40,"United_States","Small"
31,"Local_gov","HS_grad","Never_married","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
42,"Private","HS_grad","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,40,"United_States","Small"
24,"Private","Bachelors","Never_married","Sales","Other_relative","White","Male",0,0,40,"United_States","Small"
38,"Private","Prof_school","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Large"
56,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Other_service","Husband","White","Male",0,1887,50,"Canada","Large"
28,"Private","Some_college","Married_civ_spouse","Sales","Wife","White","Female",4064,0,25,"United_States","Small"
36,"Private","HS_grad","Never_married","Machine_op_inspct","Own_child","White","Female",0,0,40,"United_States","Small"
53,"Private","9th","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,50,"United_States","Small"
56,"Self_emp_inc","Some_college","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"United_States","Small"
49,"Local_gov","Assoc_voc","Married_civ_spouse","Craft_repair","Husband","Black","Male",0,0,40,"United_States","Large"
55,"Private","Some_college","Married_civ_spouse","Sales","Husband","White","Male",0,0,56,"United_States","Small"
22,"Private","HS_grad","Never_married","Craft_repair","Not_in_family","White","Male",0,0,41,"United_States","Small"
21,"Private","Some_college","Never_married","Other_service","Own_child","White","Female",0,0,40,"United_States","Small"
40,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,60,"United_States","Small"
30,"Private","Bachelors","Never_married","Exec_managerial","Own_child","Black","Male",0,0,40,"Germany","Small"
29,"State_gov","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Large"
19,"Private","Some_college","Never_married","Other_service","Own_child","Black","Male",0,0,35,"United_States","Small"
47,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Wife","White","Female",0,0,40,"United_States","Large"
20,"Private","Some_college","Never_married","Adm_clerical","Own_child","White","Female",0,1719,28,"United_States","Small"
31,"Private","Assoc_acdm","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,40,"United_States","Large"
39,"Private","Some_college","Divorced","Craft_repair","Not_in_family","White","Male",0,0,40,"United_States","Small"
28,"Private","Assoc_acdm","Never_married","Sales","Not_in_family","White","Female",0,0,60,"United_States","Small"
24,"Private","HS_grad","Never_married","Other_service","Not_in_family","White","Female",0,1762,40,"United_States","Small"
38,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",4386,0,35,"United_States","Small"
37,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"United_States","Small"
46,"Private","Assoc_acdm","Divorced","Tech_support","Not_in_family","Black","Female",0,0,36,"United_States","Small"
38,"Federal_gov","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"Iran","Large"
43,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,60,"United_States","Small"
27,"Private","Assoc_voc","Married_civ_spouse","Adm_clerical","Wife","White","Female",0,0,35,"United_States","Small"
20,"Private","Some_college","Never_married","Sales","Own_child","White","Male",0,0,20,"United_States","Small"
49,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","Asian_Pac_Islander","Male",0,0,40,"United_States","Large"
61,"Self_emp_inc","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
27,"Private","Some_college","Never_married","Sales","Own_child","White","Female",0,0,40,"United_States","Small"
19,"Private","Some_college","Never_married","Other_service","Own_child","White","Male",0,0,30,"Mexico","Small"
45,"Private","Assoc_voc","Never_married","Prof_specialty","Not_in_family","White","Female",0,1564,40,"United_States","Large"
70,"Private","Some_college","Never_married","Tech_support","Other_relative","White","Male",0,0,40,"United_States","Small"
31,"Private","HS_grad","Never_married","Transport_moving","Unmarried","Black","Female",0,0,30,"United_States","Small"
22,"Private","Some_college","Married_civ_spouse","Other_service","Husband","White","Male",0,0,24,"United_States","Small"
36,"Private","HS_grad","Widowed","Other_service","Unmarried","White","Female",0,0,24,"United_States","Small"
64,"Private","11th","Married_civ_spouse","Craft_repair","Husband","White","Male",0,2179,40,"United_States","Small"
47,"Local_gov","Some_college","Divorced","Adm_clerical","Unmarried","White","Female",0,0,38,"Mexico","Small"
34,"Private","HS_grad","Never_married","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
33,"Private","Bachelors","Never_married","Exec_managerial","Other_relative","Asian_Pac_Islander","Female",0,0,40,"Philippines","Small"
21,"Private","HS_grad","Never_married","Craft_repair","Own_child","White","Male",0,0,35,"United_States","Small"
48,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,46,"United_States","Small"
23,"Private","Bachelors","Never_married","Handlers_cleaners","Not_in_family","White","Male",0,0,40,"United_States","Small"
71,"Self_emp_not_inc","Some_college","Separated","Sales","Unmarried","Black","Male",0,1816,2,"United_States","Small"
29,"Private","HS_grad","Divorced","Craft_repair","Not_in_family","White","Male",0,0,60,"United_States","Small"
42,"Private","Bachelors","Separated","Other_service","Other_relative","Black","Male",0,0,50,"United_States","Small"
25,"Private","HS_grad","Never_married","Other_service","Unmarried","White","Female",0,0,40,"United_States","Small"
44,"Self_emp_inc","Masters","Divorced","Exec_managerial","Unmarried","Asian_Pac_Islander","Female",0,0,40,"United_States","Small"
28,"Private","HS_grad","Never_married","Exec_managerial","Not_in_family","Asian_Pac_Islander","Female",0,0,40,"England","Small"
45,"Self_emp_not_inc","Masters","Married_civ_spouse","Sales","Husband","White","Male",0,0,40,"United_States","Large"
36,"Private","Some_college","Divorced","Other_service","Unmarried","White","Female",0,0,40,"Mexico","Small"
39,"Federal_gov","Assoc_acdm","Never_married","Exec_managerial","Not_in_family","White","Male",0,0,42,"United_States","Small"
46,"State_gov","Masters","Widowed","Protective_serv","Unmarried","White","Male",0,0,40,"United_States","Small"
18,"Private","11th","Never_married","Handlers_cleaners","Own_child","White","Male",0,0,16,"United_States","Small"
66,"Local_gov","Assoc_voc","Widowed","Prof_specialty","Not_in_family","White","Female",0,0,20,"United_States","Small"
27,"Private","HS_grad","Never_married","Other_service","Not_in_family","White","Male",0,1980,40,"United_States","Small"
28,"State_gov","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Small"
51,"Private","Some_college","Married_civ_spouse","Sales","Husband","White","Male",0,1977,40,"United_States","Large"
27,"Private","Bachelors","Never_married","Craft_repair","Not_in_family","White","Male",0,0,50,"United_States","Small"
28,"State_gov","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Large"
27,"Private","HS_grad","Married_spouse_absent","Sales","Unmarried","White","Female",0,0,25,"United_States","Small"
21,"Private","HS_grad","Never_married","Craft_repair","Own_child","Black","Male",0,0,40,"United_States","Small"
34,"Private","HS_grad","Never_married","Handlers_cleaners","Not_in_family","Black","Male",0,0,40,"United_States","Small"
18,"Private","HS_grad","Never_married","Other_service","Own_child","White","Male",0,0,12,"United_States","Small"
33,"Private","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,65,"United_States","Small"
44,"Local_gov","Some_college","Married_civ_spouse","Exec_managerial","Husband","Black","Male",0,0,38,"United_States","Large"
43,"Private","Some_college","Divorced","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
30,"Private","Some_college","Never_married","Craft_repair","Not_in_family","Black","Male",0,0,45,"United_States","Small"
40,"Private","7th_8th","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"Mexico","Large"
37,"Federal_gov","Some_college","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,42,"United_States","Large"
34,"Private","HS_grad","Married_civ_spouse","Adm_clerical","Husband","Black","Male",0,0,40,"United_States","Small"
41,"Self_emp_not_inc","Bachelors","Divorced","Exec_managerial","Not_in_family","White","Female",0,0,40,"United_States","Small"
31,"Private","Masters","Married_civ_spouse","Prof_specialty","Wife","White","Female",0,0,50,"United_States","Small"
58,"State_gov","Doctorate","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,1,"United_States","Large"
38,"Private","Some_college","Divorced","Machine_op_inspct","Not_in_family","Black","Female",0,0,28,"United_States","Small"
24,"Private","Some_college","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"United_States","Small"
41,"Local_gov","Bachelors","Married_civ_spouse","Craft_repair","Husband","Black","Male",0,0,40,"United_States","Small"
47,"Private","Some_college","Married_civ_spouse","Tech_support","Husband","White","Male",0,0,45,"United_States","Small"
41,"Federal_gov","Bachelors","Married_civ_spouse","Tech_support","Husband","White","Male",0,0,24,"United_States","Small"
23,"Private","5th_6th","Married_civ_spouse","Transport_moving","Other_relative","White","Male",0,0,40,"Mexico","Small"
36,"Private","Some_college","Divorced","Craft_repair","Not_in_family","White","Male",0,0,40,"United_States","Small"
40,"Federal_gov","Masters","Never_married","Exec_managerial","Not_in_family","White","Female",14084,0,55,"United_States","Large"
35,"Private","Masters","Married_civ_spouse","Prof_specialty","Other_relative","White","Male",7298,0,40,"United_States","Large"
24,"Self_emp_not_inc","HS_grad","Never_married","Sales","Not_in_family","White","Male",0,0,40,"United_States","Small"
26,"Private","Masters","Never_married","Prof_specialty","Not_in_family","White","Female",0,1876,40,"United_States","Small"
51,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"United_States","Large"
42,"Local_gov","Some_college","Never_married","Prof_specialty","Not_in_family","White","Female",0,1340,40,"United_States","Small"
37,"State_gov","HS_grad","Divorced","Adm_clerical","Unmarried","White","Female",0,0,35,"United_States","Small"
18,"Private","11th","Never_married","Sales","Own_child","White","Female",0,0,40,"United_States","Small"
36,"Private","Bachelors","Married_civ_spouse","Other_service","Husband","Black","Male",7298,0,36,"United_States","Large"
35,"Private","HS_grad","Divorced","Craft_repair","Not_in_family","White","Male",0,0,60,"United_States","Small"
58,"Self_emp_inc","HS_grad","Married_civ_spouse","Sales","Wife","White","Female",15024,0,35,"United_States","Large"
17,"Private","11th","Never_married","Sales","Own_child","White","Female",0,0,12,"United_States","Small"
44,"Local_gov","HS_grad","Married_civ_spouse","Transport_moving","Husband","Black","Male",0,0,40,"United_States","Small"
37,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Large"
35,"Private","Some_college","Never_married","Sales","Not_in_family","Amer_Indian_Eskimo","Female",0,0,40,"United_States","Small"
60,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","Asian_Pac_Islander","Male",0,0,40,"United_States","Small"
54,"Self_emp_inc","7th_8th","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"United_States","Large"
37,"Private","Bachelors","Never_married","Exec_managerial","Not_in_family","Black","Male",0,0,60,"United_States","Large"
50,"Private","Assoc_acdm","Divorced","Sales","Not_in_family","White","Female",0,0,40,"United_States","Small"
38,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"Poland","Small"
45,"Private","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,55,"United_States","Small"
25,"Private","10th","Never_married","Craft_repair","Not_in_family","White","Male",0,0,40,"United_States","Small"
31,"Private","Some_college","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,40,"United_States","Small"
90,"Private","HS_grad","Never_married","Other_service","Not_in_family","Black","Male",0,2206,40,"United_States","Small"
54,"Private","HS_grad","Married_civ_spouse","Adm_clerical","Husband","Black","Male",0,0,20,"United_States","Small"
53,"Local_gov","Preschool","Never_married","Machine_op_inspct","Not_in_family","White","Female",0,0,35,"United_States","Small"
18,"Private","HS_grad","Never_married","Sales","Own_child","White","Female",0,0,40,"United_States","Small"
66,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Farming_fishing","Husband","White","Male",1409,0,50,"United_States","Small"
75,"Private","Assoc_voc","Widowed","Adm_clerical","Not_in_family","White","Female",0,0,20,"Columbia","Small"
65,"Private","HS_grad","Divorced","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
35,"Private","11th","Separated","Transport_moving","Not_in_family","Black","Male",3674,0,40,"United_States","Small"
41,"Private","HS_grad","Divorced","Sales","Unmarried","Black","Female",0,0,38,"United_States","Small"
25,"Private","Some_college","Never_married","Adm_clerical","Not_in_family","White","Male",0,0,42,"United_States","Small"
33,"Private","Some_college","Divorced","Craft_repair","Other_relative","Other","Female",0,0,40,"United_States","Small"
28,"Private","Prof_school","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,55,"United_States","Large"
59,"State_gov","HS_grad","Married_civ_spouse","Other_service","Husband","White","Male",0,0,40,"United_States","Small"
40,"State_gov","Some_college","Never_married","Adm_clerical","Not_in_family","White","Female",0,0,38,"United_States","Small"
41,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"Iran","Large"
38,"Local_gov","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,70,"United_States","Large"
23,"Private","HS_grad","Never_married","Transport_moving","Own_child","White","Male",0,0,40,"United_States","Small"
40,"Private","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Large"
41,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Other_service","Wife","White","Female",0,0,20,"United_States","Small"
24,"State_gov","Assoc_acdm","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,50,"United_States","Small"
38,"Private","Some_college","Divorced","Craft_repair","Not_in_family","White","Male",0,1741,40,"United_States","Small"
58,"Private","HS_grad","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,45,"United_States","Large"
32,"Private","HS_grad","Never_married","Other_service","Not_in_family","White","Female",0,0,34,"United_States","Small"
40,"Private","Assoc_acdm","Married_civ_spouse","Tech_support","Husband","White","Male",0,1977,60,"United_States","Large"
41,"Private","Prof_school","Married_civ_spouse","Prof_specialty","Wife","White","Female",0,0,40,"United_States","Large"
42,"Private","Bachelors","Married_civ_spouse","Adm_clerical","Wife","Black","Female",0,0,40,"United_States","Small"
59,"Local_gov","10th","Widowed","Other_service","Unmarried","Black","Female",0,0,30,"United_States","Small"
19,"Local_gov","Some_college","Never_married","Adm_clerical","Own_child","White","Male",0,0,40,"United_States","Small"
58,"Private","Some_college","Never_married","Transport_moving","Not_in_family","White","Male",0,0,20,"United_States","Small"
42,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Farming_fishing","Husband","Asian_Pac_Islander","Male",0,0,40,"Cambodia","Large"
20,"Private","HS_grad","Never_married","Other_service","Own_child","White","Female",0,0,40,"United_States","Small"
32,"Private","HS_grad","Separated","Other_service","Not_in_family","White","Female",0,0,30,"United_States","Small"
45,"Private","Assoc_voc","Widowed","Exec_managerial","Not_in_family","White","Female",0,0,45,"United_States","Small"
50,"Private","7th_8th","Divorced","Craft_repair","Not_in_family","White","Male",0,0,40,"United_States","Small"
36,"Private","Bachelors","Divorced","Prof_specialty","Own_child","White","Female",0,0,40,"United_States","Small"
45,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,60,"United_States","Small"
17,"Private","11th","Never_married","Other_service","Own_child","White","Male",0,0,12,"United_States","Small"
59,"Private","Some_college","Married_civ_spouse","Sales","Husband","White","Male",4064,0,40,"United_States","Small"
26,"Private","11th","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
37,"Self_emp_inc","Some_college","Married_civ_spouse","Exec_managerial","Husband","Asian_Pac_Islander","Male",0,0,75,"Thailand","Large"
64,"Private","HS_grad","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
33,"Private","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,45,"United_States","Small"
33,"Private","HS_grad","Married_civ_spouse","Craft_repair","Wife","White","Female",0,0,40,"United_States","Large"
61,"Private","HS_grad","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
17,"Private","9th","Never_married","Other_service","Own_child","White","Male",1055,0,24,"United_States","Small"
50,"Self_emp_not_inc","Masters","Married_civ_spouse","Farming_fishing","Husband","White","Male",2407,0,98,"United_States","Small"
27,"Local_gov","Masters","Never_married","Prof_specialty","Own_child","White","Male",0,0,35,"United_States","Small"
30,"Private","HS_grad","Divorced","Prof_specialty","Own_child","White","Female",0,0,40,"United_States","Small"
43,"Private","HS_grad","Married_civ_spouse","Handlers_cleaners","Husband","Black","Male",0,0,40,"United_States","Small"
44,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",7298,0,40,"United_States","Large"
35,"Private","Some_college","Never_married","Exec_managerial","Not_in_family","White","Female",0,0,40,"United_States","Small"
25,"Private","Some_college","Never_married","Tech_support","Own_child","White","Female",0,0,40,"United_States","Small"
24,"Private","Some_college","Married_civ_spouse","Machine_op_inspct","Wife","White","Female",7298,0,48,"United_States","Large"
22,"Private","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,15,"Germany","Small"
